1,0,0.314123174,0,0,0,0,0.034977725,0,0,0,0.030487987,0,0,0,0.085177091,0,0.403766215,0,0,0.628338658,0,0.176633936,0.073819114,0.081339517,0.157261278,0.386595637,0.077841991,0.115575613,0.074438562,0.088366653,0.093718567,0,0,0,0,0,0,0,0,0,0.204815821,0,0,0,0,0.033650932,0,0,0.166740633,0.046288436,0,0,0.13915193,0.397291794,0.087992201,0.141122741,0,0.12974483,0.125527863,0,0,0,0,0.11733136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064070494,0,0,0.043354668,0,0,0,0,0,0.058737614,0,0.078312625,0,0,0,0,0,0,0,0,0,0,0.270918722,0,0,0.478126101,0.115893125,0.13067073,0,0,0.033322664,0,0,0,0,0,0,0,0,0.021551549,0,0,0,0,0,0,0,0,0.106145972,0,0,0.499727867,0,0.053072867,0,0,0,0,0,0.147829762,0.628338658,0,0,0,0,0,0,0.092917609,0,0,0,0,0.020447622,0,0,0,0,0,0,0,0,0,0,0,0.127953772,0,0,0,0,0,0,0,0,0,0,0,0,0.010537581,0,0,0,0,0,0,0,0.146954072,0,0,0,0.032596782,0,0,0.040884477,0,0,0,0,0,0,0.059819315,0,0,0,0,0,0,0,0,0,0,0.096972724,0,0,0,0,0,0,0.033045158,0.057986969,0,0,0,0.121290047,0,0,0,0,0,0,0.208953821,0,0,0,0,0.093750627,0.341293518,0,0,0,0,0,0.063587954,0.286419406,0.180975369,0,0,0.269186513,0,0.07224488,0,0,0,0,0,0,0,0,0,0,0,0.056957007,0,0,0.303812071,0.035564816,0.02465294,0,0,0
0,1,0,0,0,0.10974798,0,0.034710822,0,0,0,0.0301715,0.120229162,0,0,0.058184695,0,0,0,0.278926238,0,0,0,0.05018319,0.055472541,0,0,0,0,0.050617593,0,0.064253226,0,0,0,0,0,0.101209959,0.048376147,0,0,0,0,0,0,0,0.033366752,0,0,0,0.046259071,0,0.23313834,0.097292401,0,0.048886981,0.098755229,0,0.090344518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036547783,0,0.163046705,0,0,0,0.064747488,0,0,0.043248078,0,0,0,0,0.100562868,0,0.177864748,0,0.048262284,0,0,0,0.063863168,0.116229542,0,0,0,0,0,0.124592692,0,0,0.121072341,0,0,0,0.034905155,0.068579145,0,0.038761823,0,0.13563903,0,0,0,0,0,0,0,0,0,0,0,0,0.064442679,0,0,0,0,0.030742159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043067956,0.134105786,0,0.104178436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055538418,0,0,0,0,0,0,0,0,0,0,0,0,0.085139137,0,0.040721377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276662861,0,0,0,0,0.082362176,0,0.167925634,0,0,0.032753824,0.058375846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049080245,0.344606737,0,0,0,0,0,0,0,0,0,0,0.057301919,0,0,0,0,0,0,0.089129999,0
0.314123174,0,1,0,0,0.104016991,0,0.158219709,0,0,0,0.11105689,0,0,0,0.170809677,0,0.236581467,0,0.235764402,0.299249646,0,0.233279464,0.250916449,0.274226829,0.463132225,0.230580769,0.30278201,0.248965482,0.238960963,0.314929663,0.294653868,0,0,0,0,0.24130947,0,0.051958419,0,0.15257607,0.600504313,0.227366648,0,0,0,0.12193755,0,0.116321382,0.533884422,0.164298968,0,0,0.209880556,0.2343438,0.212374105,0.387053179,0,0.248249787,0.297910458,0.065921021,0,0,0,0.302542333,0,0,0,0,0,0,0,0.070882847,0,0.037518957,0.070073059,0.022951778,0,0.087686558,0.127127554,0,0.117559648,0.179054981,0.069503881,0,0.154620096,0,0.340392015,0.230361518,0,0.157690644,0,0,0,0,0,0.0539786,0,0.107861261,0,0,0,0,0,0.398005826,0.114821387,0,0.260302005,0.299459175,0.176972003,0,0,0.03861924,0.114690324,0,0.060963614,0,0.12248131,0,0,0.355738754,0,0,0,0,0,0,0,0,0,0.149545553,0,0,0.268347877,0,0.16739273,0,0.392750636,0,0.114738994,0.185577725,0.357648952,0.299249646,0.231086711,0.328672984,0.136105723,0.303675761,0,0,0,0.105792654,0,0.27103195,0,0.113892018,0.121436616,0.132874788,0.09980309,0,0,0,0,0,0.190513532,0,0,0.324920974,0,0.248621404,0,0,0,0.270570512,0,0,0,0,0,0.432388534,0,0.284452276,0,0.119138497,0.06357047,0.180924995,0,0,0.116890158,0.13223207,0,0,0.153381705,0,0,0.082630188,0,0,0,0.437183235,0,0.322590435,0.20777459,0,0,0,0,0,0,0,0,0.16509185,0,0.056357705,0,0,0,0.195307167,0,0,0.160834562,0.11401068,0,0,0,0.310962486,0,0,0,0.190250536,0,0,0.398783292,0.10666462,0,0,0,0.438750884,0,0,0.070510643,0,0,0,0.16563225,0.413174126,0.137441801,0,0,0,0,0.189925245,0,0,0,0,0,0.054232157,0,0.033278782,0,0,0,0.282166754,0,0,0.19171479,0.077374348,0.122899971,0,0.087949311,0
0,0,0,1,0,0,0,0.107095174,0.16887957,0,0,0.108312972,0,0,0,0.154909535,0,0,0,0,0,0,0,0.151723363,0.104105381,0,0.251721507,0.061673885,0,0.15295049,0.190257278,0.170133655,0,0,0,0,0,0.044924263,0.130739369,0,0,0,0,0,0,0,0.091971631,0,0,0.124345453,0.14736831,0,0.089163369,0.247205544,0,0.132032176,0.180263375,0,0.162255409,0,0,0,0,0,0.121438176,0,0,0,0,0,0,0,0,0,0,0.125629066,0.030011848,0.147488467,0.182018921,0.148113439,0,0.220391687,0.051258487,0.269478817,0,0.117665517,0.191758576,0,0,0,0.102220274,0,0,0.123435912,0.052396387,0,0,0,0,0.23730848,0,0.407570938,0,0,0.442790118,0.268465253,0.149752958,0,0.089431988,0.134022904,0,0,0.067290728,0.158263669,0,0.124703966,0,0.288495103,0,0,0,0,0,0.241525186,0,0,0.253232795,0,0,0.169604408,0.080981603,0,0,0,0.112444979,0.085033391,0,0,0,0.160089014,0,0,0,0,0,0,0,0,0,0,0.106087332,0.129550913,0,0.208231676,0.151997839,0.188197763,0.144899766,0,0,0,0.047648327,0,0,0,0,0,0.131478121,0,0,0,0,0,0,0,0,0.211890478,0,0,0.100144133,0.085833531,0,0,0.24640134,0.057336366,0.20700947,0,0,0.260122298,0.056118672,0,0,0,0.153895027,0,0.077903307,0,0,0,0,0,0,0.064445588,0,0,0,0,0,0,0,0,0,0.285663774,0,0,0,0,0,0,0,0.090355653,0,0,0,0,0.311701688,0,0,0,0,0.61730384,0,0.203526192,0,0,0,0,0.073457607,0,0,0.3002217,0.357960798,0,0,0.170102261,0,0,0,0,0,0,0.155782393,0,0,0,0,0.371934254,0.136741937,0,0.059385919,0,0,0,0.125861422,0,0,0.09044069,0.223455142,0.098863305,0,0.040152788,0
0,0,0,0,1,0.076356188,0,0.023861545,0,0,0.249742337,0.020726079,0.083789738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033328045,0,0,0,0,0,0,0,0.022932678,0,0,0,0.031858766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047652952,0,0.043717772,0,0.025131685,0,0,0,0,0,0,0,0,0.029770803,0,0,0,0,0,0,0.125119668,0,0.033248997,0,0.044424669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047399238,0,0.026663537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021120004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195502844,0,0.267544684,0,0,0,0,0,0,0,0,0,0.036643603,0,0,0,0,0,0,0,0,0,0,0.028020216,0,0,0,0,0,0,0.041614836,0,0,0,0,0,0,0,0,0,0,0,0,0.057051271,0,0,0,0,0.022509224,0.040281394,0,0,0,0,0,0,0,0,0,0,0,0.07887912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033816918,0,0,0,0,0,0.034979303,0,0.03806627,0,0.140299773,0,0,0,0,0,0,0,0,0,0
0,0.10974798,0.104016991,0,0.076356188,1,0,0.418252825,0,0,0.062109323,0.408016827,0.510405554,0,0,0.19114678,0.408688032,0,0,0.085492282,0,0,0.433834642,0.171203781,0.364904974,0.085508825,0,0.352692127,0.051666831,0.257088602,0.101890246,0.265674069,0,0,0,0,0.112583558,0.514632553,0.455212514,0,0,0,0,0.245796012,0.265230854,0,0.442022829,0.034780412,0.27502531,0.250344425,0.399545377,0,0.288365064,0.309155189,0.189069282,0.269961068,0.161782643,0.068090863,0.096301564,0.396231116,0.447365642,0.086984335,0,0,0.170495786,0,0.177276717,0,0,0,0.327166652,0,0.42323309,0,0.437866447,0.189663923,0.350133758,0.135254024,0.165853328,0.199896784,0,0.271248062,0.3678953,0.054573007,0,0.350225446,0,0.130275765,0.031128546,0,0.365860764,0,0.491111679,0,0.482122795,0.098662425,0.240931228,0.209144878,0.528697967,0.420581019,0.109389466,0,0,0.489590948,0.106313184,0.309506873,0.071202647,0.106780839,0.408191727,0.267935955,0,0.339152341,0.304774405,0.396730187,0.180427781,0.463439173,0,0.142084447,0,0,0,0.399130486,0,0,0,0,0,0,0.114164288,0,0.32913033,0,0,0,0.187830547,0.366071286,0,0.085968897,0,0.147026075,0,0.054434989,0,0.110306907,0,0.287571116,0,0,0,0.333154241,0.157075788,0,0,0,0.311904717,0.288308531,0.343009224,0.332576112,0,0,0.19324112,0,0,0.046967886,0,0,0.231429822,0,0.052797875,0,0.402529722,0.136687809,0,0.179246924,0,0.141174459,0,0,0.101886931,0.383793715,0,0,0,0.215634354,0.097414732,0,0,0,0.273519126,0.047933034,0,0.088826372,0.133173699,0.093894052,0.42946551,0,0,0,0,0.048629656,0,0.408470524,0,0,0,0,0,0,0,0.125240086,0,0,0,0,0.531584285,0,0.242605341,0.19643648,0,0.392073112,0.544375267,0,0,0.181275023,0.246700641,0,0,0,0.197800449,0,0,0,0.452868833,0,0,0,0.268105398,0,0.052972794,0,0,0,0,0.245947039,0.191726582,0.127134398,0,0.160130841,0,0,0.33323105,0.136761906,0,0,0,0,0.321233755,0.03389399,0.329319117,0,0.413792651,0,0.16251133,0,0,0.066094872,0.111927452,0.077670302,0,0.41944533,0
0,0,0,0,0,0,1,0.028724374,0,0,0,0.024982685,0,0,0,0.048003203,0,0,0,0,0,0,0,0.041444857,0,0,0,0.065288351,0,0.041801261,0.059800143,0.052968138,0,0,0,0,0,0,0,0,0,0,0,0,0.146375905,0,0.027616939,0,0,0,0,0,0,0.079862547,0,0.040381151,0.081048012,0,0.07422592,0,0,0,0,0,0.051933341,0,0.058007029,0,0,0,0,0,0.029385679,0,0,0,0,0,0,0,0,0,0,0.110228537,0,0.035749536,0,0,0,0,0,0,0,0,0.039868379,0,0,0,0,0.095174539,0.071919963,0,0,0,0,0.101912988,0.128330647,0,0,0,0,0,0.02888446,0,0,0.032059818,0,0,0,0,0,0.096485055,0,0,0.172603773,0,0.149597874,0,0,0,0.053123013,0,0.508532823,0,0,0.025453313,0,0,0,0,0,0,0,0.148387322,0,0.065938474,0,0,0,0.174865232,0,0,0,0,0.035601477,0,0,0.129641939,0,0,0,0,0,0,0,0,0.110062123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030464151,0,0,0,0.069996304,0,0.033671981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136596869,0,0,0.027111794,0.024916001,0,0,0,0.10397671,0,0,0,0,0,0.36212747,0,0.048020574,0,0,0,0,0,0,0,0,0,0,0.080355818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121413349,0,0,0,0,0.047280314,0,0.794482498,0.290650749,0.062904063,0,0,0,0.508532823
0.034977725,0.034710822,0.158219709,0.107095174,0.023861545,0.418252825,0.028724374,1,0.048458569,0,0.156042175,0.882715564,0.426696984,0.028939406,0,0.598046022,0.202142003,0.062578123,0.038179245,0.160991661,0.035716677,0.062168182,0.285014359,0.658710178,0.57437007,0.206438283,0.103139909,0.491858124,0.353763713,0.646905108,0.544123471,0.623444022,0.025022014,0.013654994,0.073149382,0.020868385,0.127668549,0.443436697,0.729842603,0,0.112141293,0.121734513,0.026163323,0.191677141,0.25065314,0.062260807,0.818105716,0.100347352,0.272504401,0.286339967,0.697745383,0.048898603,0.202527544,0.473970432,0.088225853,0.704987991,0.465223365,0.292733465,0.483712962,0.374672247,0.580237621,0.02728652,0.300859821,0.024831989,0.405576288,0,0.290812524,0.089559376,0,0,0.149889101,0,0.512480205,0.037905357,0.506350731,0.504342658,0.694674538,0.336715297,0.30101006,0.482550506,0,0.395007338,0.648489003,0.313996292,0.1083778,0.794017352,0.148009635,0.041511527,0.058138949,0.020252524,0.433335471,0.086208523,0.29298665,0.263589225,0.645997397,0.031810048,0.518574599,0.13035193,0.621242319,0.402852491,0.220424661,0.195715574,0,0.179751405,0.172746714,0.361959157,0.304338987,0.070180055,0.365175829,0.340703238,0.028923794,0.213642862,0.792802418,0.559058193,0.058562439,0.763346561,0.047314608,0.367536872,0.032083253,0.043922836,0.048755121,0.385825563,0.067073532,0.167168917,0.036521401,0.029207695,0.266031583,0,0.100789081,0.012286243,0.575994345,0.020136628,0,0.059633193,0.357649582,0.867980017,0,0.061495264,0,0.38276252,0,0.320217845,0.035716677,0.121485019,0.048628105,0.312968739,0.247702461,0.110323494,0.020252524,0.235467745,0.352533763,0.254177047,0.033495945,0.020074846,0.749390619,0.380175082,0.33634815,0.42454888,0,0,0.391756614,0.015077443,0.049120505,0.119692596,0,0,0.373349233,0,0.061654127,0.029239288,0.207541272,0.107411007,0.045569403,0.132242016,0.270718865,0.129580941,0,0.020868385,0.16730073,0.627658602,0.033692397,0.040975686,0.158197792,0.497747814,0.196462824,0,0.250558874,0.333225113,0.574806883,0.033882785,0,0.254522328,0.533180514,0.062244374,0.803961331,0,0,0,0.033306852,0,0.06017048,0.649122074,0.031604541,0.02823074,0.048711368,0.128683212,0.029482272,0,0.050002272,0.166030013,0.063333366,0.136535364,0.031150328,0,0.512971538,0,0.290066818,0.107370131,0,0.85511609,0.631789872,0.107370425,0.032660893,0.105405746,0.412867377,0,0.038179245,0.055753962,0.209602264,0.093339036,0,0.168900694,0.383645327,0.028920984,0.024775872,0.083968381,0.437112237,0,0.016416965,0.402446364,0.070754311,0.160434418,0,0.646377593,0.160538114,0.240600317,0.030021256,0.310817882,0.019974675,0,0.707292015,0.13525424,0,0.028392554,0.019427565,0.030021256,0.631078798,0.122800326,0.580911395,0.028939406,0.230197249,0.055046067,0.661240624,0,0.028939406,0.170757258,0.552936326,0.308619379,0.132173378,0.481402212,0
0,0,0,0.16887957,0,0,0,0.048458569,1,0,0.406743755,0.057234297,0.159699598,0,0,0.108555138,0,0,0,0,0,0,0,0.069418197,0,0,0,0,0.160301548,0.070001128,0.099139281,0,0,0,0.089244753,0,0,0.048261404,0.066990084,0,0,0,0,0,0.231513809,0,0.055992993,0,0,0,0.086915375,0.72967465,0.103346646,0,0,0.067677015,0.132794652,0.234539222,0.122074921,0,0.086987219,0,0.206232568,0,0.162740763,0,0,0,0,0,0.391033229,0,0.094321506,0,0.086896787,0.09311611,0.050967228,0.201495947,0.075083571,0.110790708,0,0.169875818,0.088800374,0,0,0.060071164,0.383182433,0,0,0,0,0,0,0.229528092,0.080275321,0,0.088235133,0,0.087632961,0,0,0,0,0,0,0.058624694,0.204936198,0,0,0,0,0,0.048724221,0.146038961,0,0.084007979,0.486591099,0.242031679,0,0,0,0,0,0.354887751,0,0,0.236205734,0,0,0,0.031391457,0,0,0,0.149702713,0.043019918,0,0,0,0.164943373,0,0,0,0,0,0,0,0.459891471,0,0,0.193850427,0.242405477,0,0.306452535,0.08107294,0.239502432,0.197577378,0,0,0,0.225329417,0,0.78241838,0,0,0,0.177500789,0,0,0,0,0,0,0,0.215966694,0,0,0,0.118393465,0.119177672,0,0,0,0.088147358,0,0,0.236764217,0.203913051,0.097669668,0,0,0,0.115388168,0,0.056646561,0,0,0,0,0,0,0.082903371,0,0,0.690092606,0,0,0,0,0,0,0,0,0,0.111804408,0,0,0.481713301,0,0.045779923,0.080361857,0.093928294,0,0,0.168240912,0,0,0,0.317391363,0,0,0,0,0,0,0,0,0,0,0.161497624,0,0.304867438,0,0.088130987,0,0,0,0.118657313,0,0,0.092062136,0,0,0,0,0,0.070183754,0,0.076123747,0,0,0,0.07893333,0,0,0.105066574,0.104105264,0.179356084,0,0.042797821,0
0,0,0,0,0,0,0,0,0,1,0,0.019522125,0,0,0,0.037518712,0.135060908,0,0,0,0,0,0,0.032390883,0.035781731,0,0,0,0,0.032669532,0,0,0,0,0,0,0,0,0.031231433,0,0,0,0,0,0.114506719,0,0.019838448,0,0.064152715,0,0.029872405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044396961,0,0.037501256,0.040273271,0.045350603,0,0,0,0.500307563,0,0,0.079240703,0,0.025682321,0,0,0,0,0,0,0,0,0.059800698,0.431332284,0.038096747,0,0.041151721,0,0.108739575,0,0,0,0,0,0.100374029,0,0.077473898,0,0.372759464,0,0.022571865,0.084763906,0,0.023030879,0.244299036,0,0.370495333,0,0,0,0,0.169074475,0,0,0,0,0,0,0,0,0,0,0.071866758,0.019889969,0,0,0,0,0,0.042468556,0,0,0,0,0,0,0,0,0,0,0,0,0.027822579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158006278,0,0,0,0,0.685107336,0,0,0.032931174,0,0,0,0.031523173,0,0.475684905,0,0,0.046027218,0,0,0,0,0,0.026314221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052952226,0,0,0,0,0.021186271,0.03764109,0,0,0,0,0,0,0,0,0,0,0,0.072574713,0,0,0,0,0,0,0,0.302906828,0,0,0,0,0,0,0.0517857,0,0,0.031683264,0,0,0,0,0,0.030111756,0,0.032728162,0,0,0,0,0,0,0,0,0,0,0,0
